26.984	0.000	0.000	0.000	73.016	0.000	0.000	0.000	
10.423	0.000	0.000	89.577	0.000	0.000	0.000	0.000	
3.249	0.000	96.751	0.000	0.000	0.000	0.000	0.000	
70.418	22.508	0.000	0.000	0.000	7.074	0.000	0.000	
5.882	0.000	0.000	0.000	0.000	0.000	0.000	94.118	
2.500	0.000	0.000	0.000	0.000	97.500	0.000	0.000	
97.452	0.000	0.000	0.000	0.000	1.911	0.637	0.000	
6.250	0.000	0.000	0.000	0.000	0.000	93.750	0.000	
