40,13.1154,13.7122,14.5379,13.8239,13.9548,13.2818,13.2966,12.7496,12.7929,13.5178,13.4138,12.7117,12.5176,13.6127,12.7046,12.6858,12.4932,12.6281,12.5014,12.5676,
60,11.0423,10.5529,11.1356,10.5896,10.7057,10.5698,10.5753,10.6683,10.4039,10.5191,10.6126,10.6652,11.9471,10.5095,10.5444,10.6685,10.8013,10.5224,10.4676,10.699,
80,8.34584,8.83028,8.59201,8.29147,8.3249,8.08497,8.34617,8.44021,8.31226,8.1225,8.06562,8.77921,8.11161,8.42616,8.45178,8.41918,8.28745,8.25619,8.76103,8.35846,
100,9.67395,9.57856,9.65229,9.57187,9.68578,9.46401,9.40845,9.56798,9.58396,9.60393,9.48289,9.3587,9.47764,9.30465,9.4428,9.75521,9.54317,9.61411,9.41303,9.39767,
