40,0.046644,0.049957,0.051374,0.048194,0.049594,0.050634,0.050232,0.04747,0.046959,0.046779,0.050134,0.04659,0.04841,0.048307,0.046253,0.048329,0.047968,0.048787,0.047167,0.046723,
60,0.055693,0.054618,0.056215,0.05506,0.05617,0.056227,0.059556,0.058263,0.055341,0.055182,0.055529,0.059961,0.062587,0.055314,0.055924,0.055729,0.058692,0.054687,0.056646,0.054941,
80,0.057251,0.057131,0.057934,0.057289,0.05668,0.056231,0.059127,0.067301,0.057718,0.056266,0.055403,0.060689,0.053694,0.054257,0.052566,0.060434,0.053303,0.064329,0.056068,0.063615,
100,0.061803,0.062155,0.059997,0.062908,0.061343,0.061831,0.062512,0.073493,0.061085,0.061397,0.06368,0.063219,0.065589,0.067236,0.07655,0.061804,0.065548,0.06362,0.064738,0.064533,
