40,0.069604,0.07415,0.078055,0.072206,0.078067,0.078576,0.072712,0.072887,0.070023,0.074212,0.078982,0.07532,0.071022,0.072836,0.072304,0.075062,0.073846,0.074343,0.075387,0.071631,
60,0.074844,0.074792,0.075793,0.074375,0.077676,0.076259,0.078979,0.074426,0.07485,0.07544,0.074577,0.077636,0.102755,0.074094,0.076823,0.07667,0.080089,0.074485,0.077771,0.075286,
80,0.085249,0.082016,0.083109,0.083533,0.080471,0.080133,0.084957,0.080821,0.080653,0.083009,0.076397,0.104682,0.081042,0.080773,0.077279,0.077539,0.076069,0.076564,0.092227,0.085542,
100,0.080801,0.080835,0.078894,0.081168,0.079534,0.080042,0.080992,0.093098,0.080313,0.082329,0.081033,0.07996,0.085897,0.083265,0.098256,0.079636,0.083719,0.082697,0.084074,0.082171,
