40,0.357207,0.369322,0.379544,0.369337,0.365917,0.356812,0.355441,0.350181,0.349579,0.354905,0.353963,0.348525,0.349618,0.355482,0.348982,0.349723,0.355253,0.349207,0.346986,0.352323,
60,0.410593,0.411715,0.413461,0.412979,0.420305,0.408453,0.417914,0.418155,0.413575,0.40981,0.40668,0.416115,0.443613,0.406011,0.411142,0.413755,0.412761,0.413272,0.413033,0.413516,
80,0.658785,0.654167,0.628663,0.630696,0.631364,0.62801,0.633752,0.668694,0.636952,0.632256,0.639316,0.655176,0.642182,0.641402,0.632455,0.633485,0.611783,0.665772,0.634528,0.689172,
100,0.569736,0.57003,0.564831,0.589707,0.568703,0.561787,0.561968,0.653982,0.571983,0.568516,0.61243,0.568656,0.576455,0.568601,0.634135,0.574642,0.564524,0.565368,0.56689,0.572826,
